"Environment and Climate Change Canada"
"Monthly Values for September - 2017"

"Legend"
"Stn_Name","Station Name"
"Lat","Latitude (North + , degrees)"
"Long","Longitude (West - , degrees)"
"Prov","Province"
"Tm","Mean Temperature (°C)"
"DwTm","Days without Valid Mean Temperature"
"D","Mean Temperature difference from Normal (1981-2010) (°C)"
"Tx","Highest Monthly Maximum Temperature (°C)"
"DwTx","Days without Valid Maximum Temperature"
"Tn","Lowest Monthly Minimum Temperature (°C)"
"DwTn","Days without Valid Minimum Temperature"
"S","Snowfall (cm)"
"DwS","Days without Valid Snowfall"
"S%N","Percent of Normal (1981-2010) Snowfall"
"P","Total Precipitation (mm)"
"DwP","Days without Valid Precipitation"
"P%N","Percent of Normal (1981-2010) Precipitation"
"S_G","Snow on the ground at the end of the month (cm)"
"Pd","Number of days with Precipitation 1.0 mm or more"
"BS","Bright Sunshine (hours)"
"DwBS","Days without Valid Bright Sunshine"
"BS%","Percent of Normal (1981-2010) Bright Sunshine"
"HDD","Degree Days below 18 °C"
"CDD","Degree Days above 18 °C"
"Clim_ID","Climate Identifier"
"NA","Not Available"

"Stn_Name","Lat","Long","Prov","Tm","DwTm","D","Tx","DwTx","Tn","DwTn","S","DwS","S%N","P","DwP","P%N","S_G","Pd","BS","DwBS","BS%","HDD","CDD","Clim_ID"
"ST. PAUL AGCM","54.011","-111.272","AB","11.5","0",NA,"29.1","0","-1.4","0","",,NA,"11.8","13",NA,"","3","",,NA,"195.3","1.4","3015676"
"SEDALIA AGCM","51.590","-110.755","AB","12.4","0",NA,"35.2","0","-3.4","0","",,NA,"16.4","3",NA,"","2","",,NA,"179.4","10.2","3015797"
"SHONTS AGCM","53.333","-112.539","AB","10.9","0",NA,"32.8","0","-4.5","0","",,NA,"41.0","1",NA,"","6","",,NA,"214.5","0.0","3015900"
"SMOKY LAKE AGDM","54.278","-112.499","AB","11.0","0",NA,"28.7","0","-2.0","0","",,NA,"23.4","0",NA,"","6","",,NA,"212.6","1.1","3016022"
"SPONDIN AGCM","51.816","-111.683","AB","11.5","0",NA,"33.3","0","-4.8","0","",,NA,"15.3","25",NA,"","5","",,NA,"199.8","5.6","3016070"
"STETTLER AGDM","52.347","-112.596","AB","11.9","3",NA,"32.1","2","-0.3","1","",,NA,"29.1","3",NA,"","5","",,NA,"169.0","3.2","3016124"
"THORSBY AGCM","53.217","-113.895","AB","11.5","8",NA,"29.0","7","-0.1","3","",,NA,"23.9","8",NA,"","5","",,NA,"142.8","0.0","3016441"
"TOMAHAWK AGDM","53.439","-114.718","AB","10.9","0",NA,"29.7","0","-1.4","0","",,NA,"97.2","1",NA,"","8","",,NA,"214.7","0.5","3016505"
"TULLIBY LAKE AGCM","53.664","-110.081","AB","11.7","5",NA,"31.1","4","-2.2","1","",,NA,"7.8","5",NA,"","3","",,NA,"158.8","2.3","3016593"
"UNCAS","53.500","-113.033","AB","",,NA,"",,"",,"3.0","0",NA,"55.6","0",NA,"0.0","9","","",NA,"","","3016650"
"TWO HILLS AGDM","53.625","-111.678","AB","11.9","12",NA,"27.1","9","-0.4","7","",,NA,"15.4","11",NA,"","4","",,NA,"110.2","0.0","3016655"
"VERMILION AGDM","53.344","-110.882","AB","12.6","19",NA,"28.9","18","-0.1","17","",,NA,"1.9","19",NA,"","0","",,NA,"59.4","0.0","3016802"
"VIKING AGCM","53.182","-111.732","AB","12.2","1",NA,"31.6","1","-0.3","0","",,NA,"25.5","2",NA,"","5","",,NA,"173.4","4.7","3016841"
"VILNA AGCM","54.130","-111.921","AB","10.7","3",NA,"28.4","2","-3.2","1","",,NA,"27.6","3",NA,"","10","",,NA,"197.2","0.0","3016852"
"VIOLET GROVE CS","53.144","-115.126","AB","10.9","0",NA,"28.1","0","-3.1","0","",,NA,"73.9","0",NA,"","9","",,NA,"213.2","0.1","3016860"
"VEGREVILLE","53.505","-112.098","AB","11.7","0","1.6","32.1","0","-1.3","0","",,NA,"20.6","0","51.0","","5","",,NA,"188.3","0.6","3016GF0"
"WETASKIWIN AGCM","52.980","-113.444","AB","10.5","9",NA,"30.8","8","-0.8","4","",,NA,"38.9","12",NA,"","6","",,NA,"158.0","0.0","3017282"
"EDMONTON STONY PLAIN CS","53.547","-114.108","AB","11.7","1",NA,"31.6","1","-0.5","0","",,NA,"65.6","1",NA,"","6","",,NA,"187.2","4.0","301A001"
"ESTHER 1","51.670","-110.206","AB","12.4","0",NA,"35.5","0","-4.7","0","",,NA,"17.8","0",NA,"","2","",,NA,"177.4","9.0","301B460"
"UNIVERSITY OF ALBERTA METABOLIC CENTRE","53.517","-113.533","AB","13.2","2","2.2","32.0","1","1.0","1","0.0","0","0.0","53.6","0","137.0","0.0","8","","",NA,"137.6","3.5","301FFNJ"
"WAINWRIGHT CFB AIRFIELD 21","52.829","-111.096","AB","12.3","1",NA,"33.9","1","-1.9","0","",,NA,"20.3","5",NA,"","5","",,NA,"172.1","7.1","301S001"
"ACADIA VALLEY","51.066","-110.317","AB","13.1","0",NA,"35.9","0","-2.8","0","",,NA,"7.0","2",NA,"","2","",,NA,"165.0","16.6","3020035"
"ATLEE AGCM","50.810","-111.006","AB","13.4","0",NA,"34.3","0","-3.3","0","",,NA,"7.5","0",NA,"","2","",,NA,"158.8","21.2","3020405"
"BEISEKER AGCM","51.379","-113.357","AB","11.0","1",NA,"33.4","1","-5.6","1","",,NA,"16.1","1",NA,"","4","",,NA,"202.3","0.6","3020610"
"BIG VALLEY AGCM","51.998","-112.803","AB","12.4","0",NA,"32.4","0","-1.0","0","",,NA,"33.2","0",NA,"","6","",,NA,"178.8","10.8","3020679"
"CRAIGMYLE AGCM","51.775","-112.252","AB","12.2","0",NA,"32.4","0","-3.1","0","",,NA,"29.1","1",NA,"","7","",,NA,"183.7","8.5","3021912"
"CRAIGMYLE","51.767","-112.283","AB","11.9","2","0.8","33.0","2","-3.0","2","0.0","2",NA,"29.8","2",NA,"0.0","7","","",NA,"176.8","6.0","3021940"
"DRUMHELLER EAST","51.445","-112.677","AB","12.3","3",NA,"32.1","3","-2.9","0","",,NA,"21.2","6",NA,"","5","",,NA,"159.3","5.1","30221LG"
"HESPERO AGCM","52.310","-114.486","AB","10.3","0",NA,"31.7","0","-3.9","0","",,NA,"59.2","0",NA,"","10","",,NA,"231.5","0.8","3023200"
"HUSSAR AGDM","51.183","-112.500","AB","13.0","5",NA,"31.8","5","-1.7","0","",,NA,"6.2","5",NA,"","2","",,NA,"135.3","9.1","3023402"
"LACOMBE CDA 2","52.449","-113.756","AB","11.1","0",NA,"31.9","0","-0.7","0","",,NA,"50.5","0",NA,"","6","",,NA,"207.5","1.0","3023722"
"LEEDALE AGDM","52.553","-114.473","AB","11.3","17",NA,"29.6","16","-1.4","11","",,NA,"9.2","18",NA,"","2","",,NA,"87.6","0.0","3023740"
"LINDEN AGCM","51.619","-113.656","AB","10.3","1",NA,"33.6","1","-4.5","0","",,NA,"26.6","3",NA,"","6","",,NA,"223.5","0.9","3023850"
"MORRIN AGDM","51.660","-112.675","AB","11.4","3",NA,"31.9","3","-2.9","0","",,NA,"33.5","2",NA,"","12","",,NA,"180.9","4.0","3024668"
"OLDS AGDM","51.759","-114.085","AB","11.1","3",NA,"32.4","3","-3.9","0","",,NA,"29.1","2",NA,"","6","",,NA,"188.4","3.0","3024925"
"OYEN AGDM","51.383","-110.350","AB","13.3","5",NA,"34.5","5","-3.1","1","",,NA,"2.2","5",NA,"","1","",,NA,"128.7","10.7","3024965"
"POLLOCKVILLE AGDM","51.125","-111.705","AB","12.3","5",NA,"32.9","5","-6.4","2","",,NA,"6.9","5",NA,"","3","",,NA,"148.9","5.6","3025243"
"PRENTISS","52.433","-113.600","AB","11.3","3",NA,"31.6","2","-1.8","1","",,NA,"35.2","4",NA,"","5","",,NA,"183.3","3.1","3025297"
"RED DEER REGIONAL A","52.182","-113.894","AB","",,NA,"",,"",,"3.0","0",NA,"50.7","0",NA,"0.0","9","",,NA,"","","3025481"
"SCHULER AGDM","50.307","-110.091","AB","13.7","6",NA,"34.6","5","-3.0","1","",,NA,"9.5","7",NA,"","2","",,NA,"114.9","11.3","3025768"
"SIBBALD WESTGARD","51.425","-110.146","AB","12.5","2",NA,"36.0","2","-3.5","2","0.0","2",NA,"19.8","2",NA,"0.0","5","","",NA,"163.9","9.1","3025928"
"THREE HILLS","51.768","-113.206","AB","10.9","8",NA,"31.8","8","-3.9","0","",,NA,"9.4","10",NA,"","3","",,NA,"156.4","0.0","3026479"
"SUNDRE A","51.778","-114.683","AB","9.9","1",NA,"32.4","1","-3.8","0","",,NA,"30.9","1",NA,"","4","",,NA,"234.8","0.5","3026KNQ"
"WIMBORNE AGCM","51.936","-113.591","AB","11.1","0",NA,"32.0","0","-3.4","0","",,NA,"38.0","0",NA,"","6","",,NA,"207.0","1.2","3027582"
"AZURE","50.512","-114.013","AB","12.1","0",NA,"32.2","0","-3.3","0","",,NA,"22.9","9",NA,"","4","",,NA,"187.7","10.2","3030450"
"BARNWELL AGDM","49.800","-112.300","AB","14.0","3",NA,"35.5","3","-4.7","0","",,NA,"1.4","4",NA,"","1","",,NA,"127.7","19.0","3030525"
"BARONS AGCM","50.026","-113.224","AB","12.4","0",NA,"34.9","0","-8.6","0","",,NA,"2.5","0",NA,"","1","",,NA,"178.7","9.5","3030529"
"BASSANO AGCM","50.893","-112.465","AB","11.9","0",NA,"34.9","0","-6.5","0","",,NA,"6.1","1",NA,"","3","",,NA,"186.9","4.5","3030540"
"BLACK DIAMOND","50.707","-114.152","AB","11.4","1",NA,"32.3","1","-3.7","0","",,NA,"25.0","21",NA,"","2","",,NA,"194.1","2.1","3030680"
"BLOOD TRIBE AGDM","49.567","-113.050","AB","10.9","7",NA,"34.3","7","-6.4","0","",,NA,"0.4","20",NA,"","0","",,NA,"166.8","3.1","3030720"
"BOW ISLAND","49.734","-111.450","AB","14.0","0",NA,"35.4","0","-3.3","0","",,NA,"0.0","0",NA,"","0","",,NA,"141.5","21.8","3030768"
"BOW ISLAND IRRIGATION AGDM","49.867","-111.383","AB","14.1","0",NA,"35.1","0","-2.1","0","",,NA,"3.2","6",NA,"","0","",,NA,"138.8","20.7","3030772"
"BROCKET AGDM","49.617","-113.817","AB","13.9","5",NA,"33.0","5","-5.2","0","",,NA,"2.7","5",NA,"","1","",,NA,"120.6","19.0","3030830"
"BROOKS","50.555","-111.849","AB","12.8","0",NA,"33.5","0","-5.0","0","",,NA,"0.9","0",NA,"","0","",,NA,"163.9","8.4","3030QLP"
"CALGARY INTL A","51.123","-114.013","AB","12.6","2",NA,"32.0","0","-0.4","2","0.0","0",NA,"20.3","0",NA,"","4","",,NA,"157.6","7.2","3031092"
"CALGARY INT'L CS","51.109","-114.000","AB","11.8","1",NA,"32.4","1","-0.8","0","",,NA,"23.1","1",NA,"","6","",,NA,"183.1","4.3","3031094"
"CARDSTON","49.201","-113.286","AB","12.8","0",NA,"32.5","0","-3.7","0","",,NA,"4.2","0",NA,"","2","",,NA,"169.9","14.5","3031322"
"CARWAY","49.001","-113.376","AB","11.9","1",NA,"31.0","1","-5.3","0","",,NA,"11.5","1",NA,"","3","",,NA,"193.5","15.9","3031402"
"CHAMPION AGDM","50.282","-113.350","AB","12.3","0",NA,"34.8","0","-5.0","0","",,NA,"9.2","1",NA,"","1","",,NA,"181.2","11.5","3031480"
"CLARESHOLM","50.004","-113.639","AB","12.2","1",NA,"34.5","1","-6.5","0","",,NA,"4.8","1",NA,"","1","",,NA,"177.7","8.7","3031640"
"COP UPPER","51.076","-114.222","AB","12.6","0",NA,"32.1","0","-1.1","0","",,NA,"13.8","0",NA,"","4","",,NA,"177.5","14.7","3031875"
"ENCHANT AGDM","50.183","-112.433","AB","14.2","5",NA,"35.3","4","-3.4","1","",,NA,"1.5","6",NA,"","1","",,NA,"106.4","10.8","3032422"
"ETZIKOM AGCM","49.553","-111.054","AB","13.0","0",NA,"34.9","0","-3.4","0","",,NA,"2.5","4",NA,"","2","",,NA,"162.9","14.0","3032450"
"FINCASTLE AGDM","49.800","-112.033","AB","14.0","0",NA,"35.3","0","-2.3","0","",,NA,"4.6","4",NA,"","1","",,NA,"141.4","21.6","3032550"
"FOREMOST AGDM","49.483","-111.486","AB","9.9","18",NA,"25.7","17","-2.2","13","",,NA,"2.6","18",NA,"","1","",,NA,"97.8","0.0","3032642"
"FORT MACLEOD AGCM","49.786","-113.379","AB","12.8","0",NA,"34.2","0","-6.1","0","",,NA,"4.8","14",NA,"","2","",,NA,"171.7","15.4","3032683"
"GLEICHEN AGCM","50.934","-112.941","AB","12.3","0",NA,"33.3","0","-4.0","0","",,NA,"22.9","0",NA,"","4","",,NA,"177.3","5.9","3032801"
"GRASSY LAKE","49.874","-111.733","AB","13.7","5",NA,"34.8","4","-3.1","1","",,NA,"4.6","6",NA,"","2","",,NA,"120.8","13.3","3032927"
"IRON SPRINGS AGDM","49.900","-112.733","AB","13.8","4",NA,"34.3","3","-1.5","1","",,NA,"5.6","4",NA,"","3","",,NA,"123.9","15.9","3033498"
"IRVINE AGCM","49.989","-110.261","AB","14.2","0",NA,"35.4","0","-0.5","0","",,NA,"4.0","2",NA,"","1","",,NA,"138.8","24.9","3033550"
"LETHBRIDGE","49.630","-112.799","AB","13.8","9",NA,"34.9","9","-5.8","9","",,NA,"0.0","9",NA,"","0","",,NA,"101.8","12.6","3033875"
"LETHBRIDGE CDA","49.695","-112.768","AB","",,NA,"",,"",,"",,NA,"19.2","2",NA,"0.0","2","",,NA,"","","3033890"
"LETHBRIDGE DEMO FARM AGDM","49.683","-112.750","AB","12.9","5",NA,"32.1","5","-4.7","0","",,NA,"1.8","6",NA,"","0","",,NA,"135.3","7.5","3033897"
"MEDICINE HAT","50.019","-110.721","AB","14.6","8",NA,"34.5","8","-0.1","8","",,NA,"0.0","8",NA,"","0","",,NA,"87.6","11.7","3034479"
"MEDICINE HAT RCS","50.025","-110.717","AB","14.3","0",NA,"35.2","0","0.1","0","",,NA,"4.1","0",NA,"","1","",,NA,"132.6","21.7","3034485"
"MOSSLEIGH AGCM","50.673","-113.349","AB","11.7","0",NA,"34.5","0","-6.1","0","",,NA,"11.8","0",NA,"","4","",,NA,"190.6","2.8","3034577"
"NIER AGDM","51.369","-114.099","AB","11.1","6",NA,"31.1","4","-2.7","4","",,NA,"16.8","7",NA,"","4","",,NA,"167.5","2.8","3034795"
"PINCHER CREEK","49.521","-113.997","AB","14.4","8",NA,"30.8","8","-0.7","8","",,NA,"14.1","8",NA,"","2","",,NA,"94.6","14.7","3035198"
"PINCHER CREEK CLIMATE","49.522","-114.005","AB","12.1","1",NA,"30.9","1","-3.4","0","",,NA,"19.0","1",NA,"","4","",,NA,"185.6","14.8","3035208"
"QUEENSTOWN","50.606","-112.983","AB","11.5","0","-0.1","34.0","0","-5.5","0","0.0","0","0.0","10.6","0","25.0","0.0","4","","",NA,"198.6","4.4","3035340"
"QUEENSTOWN","50.598","-112.803","AB","13.6","3",NA,"34.4","3","-2.9","0","",,NA,"7.6","4",NA,"","2","",,NA,"133.9","16.0","3035342"
"RAYMOND AGDM","49.483","-112.683","AB","13.9","8",NA,"33.8","8","-4.9","1","",,NA,"2.4","11",NA,"","2","",,NA,"100.3","10.0","3035422"
"ROLLING HILLS AGCM","50.265","-111.701","AB","13.0","0",NA,"35.1","0","-6.7","0","",,NA,"3.3","4",NA,"","1","",,NA,"162.0","11.6","3035530"
"ROSEMARY AGDM","50.833","-112.050","AB","11.8","0",NA,"32.4","0","-7.4","0","",,NA,"3.1","3",NA,"","1","",,NA,"188.7","2.5","3035650"
"SEVEN PERSONS AGDM","49.917","-110.917","AB","13.9","0",NA,"34.6","0","-0.9","0","",,NA,"5.4","3",NA,"","2","",,NA,"141.4","17.5","3035845"
"STANDARD AGCM","51.228","-112.982","AB","14.0","5",NA,"33.7","5","-1.1","5","",,NA,"21.0","5",NA,"","5","",,NA,"114.5","13.8","3036086"
"STAVELY AAFC","50.183","-113.883","AB","12.8","0",NA,"32.4","0","-0.9","0","",,NA,"22.8","0",NA,"","5","",,NA,"181.3","24.1","3036099"
"STRATHMORE AGDM","51.033","-113.283","AB","12.4","0",NA,"33.3","0","-1.5","0","",,NA,"19.8","2",NA,"","3","",,NA,"176.3","8.7","3036205"
"TABER","49.792","-112.124","AB","13.6","14",NA,"34.5","10","-1.0","9","0.0","10",NA,"8.1","10",NA,"0.0","2","","",NA,"76.7","5.8","3036360"
"TRAVERS AGCM","50.304","-112.863","AB","13.3","0",NA,"34.5","0","-2.5","0","",,NA,"6.1","1",NA,"","3","",,NA,"160.7","18.4","3036500"
"VAUXHALL CDA CS","50.050","-112.133","AB","13.5","0",NA,"35.4","0","-3.8","0","",,NA,"10.0","0",NA,"","1","",,NA,"151.0","15.3","3036682"
"WRENTHAM AGDM","49.500","-112.117","AB","13.2","5",NA,"33.8","4","-5.5","1","",,NA,"2.8","7",NA,"","2","",,NA,"139.1","18.5","3037675"
