"Environment and Climate Change Canada"
"Monthly Values for March - 2018"

"Legend"
"Stn_Name","Station Name"
"Lat","Latitude (North + , degrees)"
"Long","Longitude (West - , degrees)"
"Prov","Province"
"Tm","Mean Temperature (°C)"
"DwTm","Days without Valid Mean Temperature"
"D","Mean Temperature difference from Normal (1981-2010) (°C)"
"Tx","Highest Monthly Maximum Temperature (°C)"
"DwTx","Days without Valid Maximum Temperature"
"Tn","Lowest Monthly Minimum Temperature (°C)"
"DwTn","Days without Valid Minimum Temperature"
"S","Snowfall (cm)"
"DwS","Days without Valid Snowfall"
"S%N","Percent of Normal (1981-2010) Snowfall"
"P","Total Precipitation (mm)"
"DwP","Days without Valid Precipitation"
"P%N","Percent of Normal (1981-2010) Precipitation"
"S_G","Snow on the ground at the end of the month (cm)"
"Pd","Number of days with Precipitation 1.0 mm or more"
"BS","Bright Sunshine (hours)"
"DwBS","Days without Valid Bright Sunshine"
"BS%","Percent of Normal (1981-2010) Bright Sunshine"
"HDD","Degree Days below 18 °C"
"CDD","Degree Days above 18 °C"
"Clim_ID","Climate Identifier"
"NA","Not Available"

"Stn_Name","Lat","Long","Prov","Tm","DwTm","D","Tx","DwTx","Tn","DwTn","S","DwS","S%N","P","DwP","P%N","S_G","Pd","BS","DwBS","BS%","HDD","CDD","Clim_ID"
"CONSORT AGDM","51.937","-110.713","AB","-7.7","6",NA,"3.8","3","-22.1","3","",,NA,"19.0","5",NA,"","5","",,NA,"641.4","0.0","3011815"
"CORONATION CLIMATE","52.074","-111.449","AB","-8.7","0",NA,"6.7","0","-24.1","0","",,NA,"19.3","0",NA,"15.0","6","",,NA,"829.2","0.0","3011887"
"CRESTOMERE AGCM","52.733","-113.903","AB","-6.8","1",NA,"10.3","0","-28.5","1","",,NA,"24.4","1",NA,"","8","",,NA,"742.9","0.0","3011892"
"DELBURNE AGCM","52.183","-113.176","AB","-6.7","1",NA,"9.5","0","-24.3","1","",,NA,"28.0","1",NA,"","9","",,NA,"740.8","0.0","3012050"
"DEWBERRY AGCM","53.659","-110.588","AB","-8.1","3",NA,"5.0","2","-24.3","1","",,NA,"10.7","3",NA,"","5","",,NA,"730.9","0.0","3012073"
"EDGERTON AGCM","52.778","-110.433","AB","-7.1","5",NA,"6.5","4","-22.7","3","",,NA,"10.4","6",NA,"","4","",,NA,"653.2","0.0","3012192"
"EDMONTON INTERNATIONAL CS","53.307","-113.606","AB","-7.6","0",NA,"7.3","0","-30.2","0","",,NA,"35.9","0",NA,"","10","",,NA,"792.7","0.0","3012206"
"EDMONTON BLATCHFORD","53.573","-113.517","AB","-4.8","0",NA,"8.2","0","-21.8","0","",,NA,"18.5","0",NA,"26.0","5","",,NA,"705.4","0.0","3012209"
"EDMONTON NAMAO AWOS A","53.667","-113.467","AB","-6.8","1",NA,"8.1","1","-22.6","0","",,NA,"14.0","1",NA,"","7","",,NA,"744.2","0.0","3012212"
"EDMONTON INTL A","53.310","-113.579","AB","-7.8","0",NA,"6.2","0","-29.9","0","28.2","0",NA,"29.0","0",NA,"31.0","7","",,NA,"798.3","0.0","3012216"
"EDMONTON VILLENEUVE A","53.668","-113.856","AB","-6.1","13",NA,"6.5","13","-23.7","13","",,NA,"5.2","13",NA,"","2","",,NA,"433.8","0.0","3012229"
"EDMONTON STONY PLAIN","53.548","-114.108","AB","-4.7","0","-2.0","8.5","0","-21.5","0","47.0","0","235.0","35.2","0","193.0","23.0","8","",,NA,"702.5","0.0","301222F"
"ELK ISLAND NAT PARK","53.683","-112.868","AB","-5.9","0","-0.8","10.7","0","-26.0","0","",,NA,"16.5","0","77.0","39.0","6","",,NA,"739.5","0.0","3012275"
"FABYAN","52.967","-111.000","AB","-8.1","0","-2.6","6.0","0","-25.0","0","16.0","0","100.0","16.0","0","91.0","0.0","4","","",NA,"807.7","0.0","3012515"
"FERINTOSH AGCM","52.744","-112.858","AB","-7.7","2",NA,"7.0","0","-27.5","2","",,NA,"18.1","2",NA,"","9","",,NA,"745.2","0.0","3012590"
"FORESTBURG PLANT SITE","52.467","-112.120","AB","-6.8","2","-4.9","6.0","2","-27.0","2","24.8","2",NA,"24.8","2",NA,"0.0","6","","",NA,"720.0","0.0","3012652"
"FORESTBURG AGCM","52.548","-112.123","AB","-7.1","0",NA,"9.3","0","-25.2","0","",,NA,"16.0","0",NA,"","8","",,NA,"779.6","0.0","3012653"
"FORT SASKATCHEWAN","53.717","-113.183","AB","-3.4","10","0.3","15.0","9","-22.0","10","8.0","9",NA,"8.0","9",NA,"0.0","1","","",NA,"449.0","0.0","3012710"
"GILT EDGE NORTH AGCM","53.071","-110.621","AB","-6.0","16",NA,"4.5","13","-20.6","7","",,NA,"5.9","16",NA,"","2","",,NA,"360.3","0.0","3012790"
"GLENEVIS AGCM","53.833","-114.539","AB","-5.1","0",NA,"10.2","0","-24.0","0","",,NA,"",,NA,"","","",,NA,"715.4","0.0","3012818"
"HALKIRK AGCM","52.116","-112.164","AB","-8.1","0",NA,"6.6","0","-26.5","0","",,NA,"16.0","18",NA,"","7","",,NA,"807.8","0.0","3012999"
"HEMARUKA AGCM","51.780","-111.212","AB","-7.9","0",NA,"6.0","0","-24.9","0","",,NA,"17.7","18",NA,"","5","",,NA,"802.3","0.0","3013140"
"HOLDEN AGDM","53.185","-112.246","AB","-9.0","1",NA,"4.2","1","-25.4","0","",,NA,"16.1","9",NA,"","5","",,NA,"809.5","0.0","3013340"
"HUGHENDEN AGCM","52.578","-110.784","AB","-8.6","19",NA,"4.7","18","-21.8","9","",,NA,"4.1","19",NA,"","1","",,NA,"319.4","0.0","3013362"
"KILLAM AGDM","52.848","-111.872","AB","-6.9","5",NA,"5.7","5","-24.1","4","",,NA,"3.7","28",NA,"","2","",,NA,"647.4","0.0","3013640"
"KITSCOTY AGCM","53.353","-110.416","AB","-7.7","1",NA,"11.4","0","-23.5","1","",,NA,"14.3","2",NA,"","4","",,NA,"772.1","0.0","3013660"
"LEGAL AGCM","54.003","-113.474","AB","-6.8","1",NA,"10.6","0","-22.4","1","",,NA,"13.8","1",NA,"","4","",,NA,"744.5","0.0","3013790"
"LINDBERGH AGDM","53.943","-110.579","AB","-8.3","4",NA,"4.3","3","-25.9","3","",,NA,"6.8","5",NA,"","3","",,NA,"711.4","0.0","3013921"
"LLOYDMINSTER","53.309","-110.073","AB","-7.6","6",NA,"3.6","6","-19.7","6","",,NA,"5.1","6",NA,"","2","",,NA,"641.1","0.0","3013959"
"LLOYDMINSTER A","53.309","-110.073","AB","-7.7","0","-2.1","4.0","0","-22.0","0","19.0","0","142.0","18.8","0","131.0","15.0","6","","",NA,"797.6","0.0","3013961"
"HOLDEN SOUTH","53.083","-112.267","AB","",,NA,"",,"",,"30.6","9",NA,"30.6","9",NA,"","6","","",NA,"","","3013C44"
"MANNVILLE AGCM","53.456","-111.255","AB","-7.4","0",NA,"5.2","0","-20.9","0","",,NA,"12.9","0",NA,"","4","",,NA,"787.1","0.0","3014195"
"MONITOR","52.017","-110.550","AB","",,NA,"",,"",,"21.8","0","152.0","24.6","0","145.0","0.0","7","","",NA,"","","3014600"
"MUNDARE AGDM","53.567","-112.300","AB","-7.8","2",NA,"6.9","1","-22.2","1","",,NA,"15.6","2",NA,"30.0","5","",,NA,"748.4","0.0","3014665"
"MYRNAM AGCM","53.720","-111.114","AB","-8.6","1",NA,"8.6","0","-29.5","1","",,NA,"9.5","1",NA,"","5","",,NA,"797.5","0.0","3014690"
"NEW SAREPTA AGCM","53.262","-113.165","AB","-7.2","6",NA,"10.7","5","-26.0","2","",,NA,"16.7","6",NA,"","5","",,NA,"630.3","0.0","3014795"
"OLIVER AGDM","53.650","-113.350","AB","-7.4","4",NA,"7.4","2","-26.9","2","",,NA,"",,NA,"","","",,NA,"686.9","0.0","3014921"
"RADWAY AGCM","53.995","-112.879","AB","-7.8","0",NA,"6.3","0","-27.5","0","",,NA,"",,NA,"","","",,NA,"799.3","0.0","3015346"
"RANFURLY AUTO","53.425","-111.726","AB","-7.2","1",NA,"4.7","1","-23.0","0","",,NA,"19.6","1",NA,"22.0","5","",,NA,"755.4","0.0","3015401"
"RIBSTONE SOUTH AGCM","52.587","-110.343","AB","-7.0","3",NA,"8.2","2","-20.6","2","",,NA,"18.6","3",NA,"","5","",,NA,"699.4","0.0","3015480"
"RIVERCOURSE AGCM","53.019","-110.102","AB","-8.0","3",NA,"6.5","1","-22.3","3","",,NA,"17.8","4",NA,"","4","",,NA,"728.2","0.0","3015501"
"ROCKY MTN HOUSE (AUT)","52.421","-114.912","AB","-7.3","0",NA,"9.0","0","-29.4","0","",,NA,"38.3","0",NA,"46.0","10","",,NA,"782.9","0.0","3015523"
"ROSALIND AGCM","52.780","-112.428","AB","-7.3","0",NA,"11.0","0","-26.2","0","",,NA,"14.7","0",NA,"","8","",,NA,"785.6","0.0","3015600"
"ST. LINA AGCM","54.282","-111.453","AB","-6.8","1",NA,"7.7","0","-23.2","1","",,NA,"8.4","1",NA,"","4","",,NA,"743.5","0.0","3015673"
"ST. PAUL AGCM","54.011","-111.272","AB","-8.0","0",NA,"6.9","0","-26.2","0","",,NA,"11.9","22",NA,"","4","",,NA,"806.3","0.0","3015676"
"SEDALIA AGCM","51.590","-110.755","AB","-7.7","0",NA,"7.1","0","-23.6","0","",,NA,"17.8","0",NA,"","4","",,NA,"796.4","0.0","3015797"
"SHONTS AGCM","53.333","-112.539","AB","-7.9","0",NA,"8.4","0","-25.2","0","",,NA,"16.5","0",NA,"","6","",,NA,"802.6","0.0","3015900"
"SMOKY LAKE AGDM","54.278","-112.499","AB","-6.8","0",NA,"5.3","0","-21.4","0","",,NA,"19.4","0",NA,"","4","",,NA,"768.3","0.0","3016022"
"SPONDIN AGCM","51.816","-111.683","AB","-8.7","0",NA,"4.7","0","-25.7","0","",,NA,"10.6","22",NA,"","5","",,NA,"827.3","0.0","3016070"
"STETTLER AGDM","52.347","-112.596","AB","-7.7","2",NA,"7.7","1","-23.6","1","",,NA,"24.8","2",NA,"","9","",,NA,"744.3","0.0","3016124"
"THORSBY AGCM","53.217","-113.895","AB","-6.7","1",NA,"12.6","0","-27.7","1","",,NA,"21.9","1",NA,"","7","",,NA,"739.7","0.0","3016441"
"TOMAHAWK AGDM","53.439","-114.718","AB","-4.8","0",NA,"7.9","0","-23.4","0","",,NA,"30.2","0",NA,"","10","",,NA,"707.6","0.0","3016505"
"TULLIBY LAKE AGCM","53.664","-110.081","AB","-7.8","2",NA,"5.8","1","-27.5","1","",,NA,"13.5","2",NA,"","5","",,NA,"747.3","0.0","3016593"
"UNCAS","53.500","-113.033","AB","",,NA,"",,"",,"36.0","0",NA,"36.2","0",NA,"39.0","8","","",NA,"","","3016650"
"TWO HILLS AGDM","53.625","-111.678","AB","-6.7","7",NA,"4.4","5","-21.8","3","",,NA,"9.2","7",NA,"","5","",,NA,"593.4","0.0","3016655"
"VERMILION AGDM","53.344","-110.882","AB","-7.9","2",NA,"6.5","1","-25.0","1","",,NA,"18.2","2",NA,"","7","",,NA,"751.6","0.0","3016802"
"VIKING AGCM","53.182","-111.732","AB","-7.5","2",NA,"6.9","1","-22.0","1","",,NA,"7.8","2",NA,"","3","",,NA,"739.8","0.0","3016841"
"VILNA AGCM","54.130","-111.921","AB","-7.6","3",NA,"5.9","1","-24.1","2","",,NA,"6.2","3",NA,"","3","",,NA,"715.5","0.0","3016852"
"VIOLET GROVE CS","53.144","-115.126","AB","-4.7","0",NA,"13.4","0","-24.7","0","",,NA,"43.5","0",NA,"53.0","15","",,NA,"703.0","0.0","3016860"
"VEGREVILLE","53.505","-112.098","AB","-8.1","0","-2.9","5.6","0","-26.1","0","",,NA,"",,NA,"","","",,NA,"807.6","0.0","3016GF0"
"WETASKIWIN AGCM","52.980","-113.444","AB","-6.3","4",NA,"9.0","3","-26.6","1","",,NA,"19.8","4",NA,"","5","",,NA,"656.9","0.0","3017282"
"EDMONTON STONY PLAIN CS","53.547","-114.108","AB","-5.3","4",NA,"7.1","4","-21.4","1","",,NA,"26.2","4",NA,"24.0","8","",,NA,"628.9","0.0","301A001"
"ESTHER 1","51.670","-110.206","AB","-6.6","0",NA,"6.2","0","-25.7","0","",,NA,"18.5","0",NA,"","6","",,NA,"761.3","0.0","301B460"
"UNIVERSITY OF ALBERTA METABOLIC CENTRE","53.517","-113.533","AB","-4.3","0","-0.4","9.0","0","-22.0","0","31.0","0","237.0","31.0","0","230.0","0.0","8","","",NA,"692.1","0.0","301FFNJ"
"WAINWRIGHT CFB AIRFIELD 21","52.829","-111.096","AB","-6.5","2",NA,"5.9","1","-23.0","1","",,NA,"19.8","1",NA,"","5","",,NA,"711.6","0.0","301S001"
"ACADIA VALLEY","51.066","-110.317","AB","-6.6","0",NA,"5.9","0","-21.6","0","",,NA,"27.7","0",NA,"","9","",,NA,"763.0","0.0","3020035"
"ATLEE AGCM","50.810","-111.006","AB","-6.9","0",NA,"6.1","0","-23.8","0","",,NA,"26.9","2",NA,"","10","",,NA,"773.0","0.0","3020405"
"BEISEKER AGCM","51.379","-113.357","AB","-8.5","0",NA,"8.3","0","-30.0","0","",,NA,"31.7","0",NA,"","10","",,NA,"822.1","0.0","3020610"
"BIG VALLEY AGCM","51.998","-112.803","AB","-6.8","0",NA,"7.9","0","-22.6","0","",,NA,"18.7","0",NA,"","10","",,NA,"769.8","0.0","3020679"
"CRAIGMYLE AGCM","51.775","-112.252","AB","-8.6","0",NA,"4.6","0","-27.5","0","",,NA,"24.0","0",NA,"","10","",,NA,"825.8","0.0","3021912"
"CRAIGMYLE","51.767","-112.283","AB","-9.2","3","-6.3","5.0","3","-28.0","3","43.8","3",NA,"43.8","3",NA,"0.0","7","","",NA,"760.7","0.0","3021940"
"DRUMHELLER EAST","51.445","-112.677","AB","-7.3","1",NA,"9.5","1","-28.8","0","",,NA,"",,NA,"","","",,NA,"758.4","0.0","30221LG"
"HESPERO AGCM","52.310","-114.486","AB","-7.9","0",NA,"13.0","0","-30.0","0","",,NA,"31.1","0",NA,"","9","",,NA,"803.7","0.0","3023200"
"HUSSAR AGDM","51.183","-112.500","AB","-7.2","2",NA,"5.4","1","-23.6","1","",,NA,"23.1","2",NA,"","7","",,NA,"731.3","0.0","3023402"
"LACOMBE CDA 2","52.449","-113.756","AB","-6.6","0",NA,"8.5","0","-27.9","0","",,NA,"34.0","0",NA,"31.0","9","",,NA,"762.7","0.0","3023722"
"LEEDALE AGDM","52.553","-114.473","AB","-8.2","2",NA,"6.8","2","-32.1","0","",,NA,"21.7","2",NA,"2.0","8","",,NA,"759.0","0.0","3023740"
"LINDEN AGCM","51.619","-113.656","AB","-9.0","0",NA,"7.2","0","-29.6","0","",,NA,"34.2","4",NA,"","9","",,NA,"838.3","0.0","3023850"
"MORRIN AGDM","51.660","-112.675","AB","-9.4","1",NA,"4.5","0","-27.5","1","",,NA,"24.5","1",NA,"","9","",,NA,"821.5","0.0","3024668"
"OLDS AGDM","51.759","-114.085","AB","-7.8","1",NA,"7.9","0","-24.2","1","",,NA,"30.2","1",NA,"","9","",,NA,"773.5","0.0","3024925"
"OYEN AGDM","51.383","-110.350","AB","-7.9","4",NA,"3.9","2","-21.7","2","",,NA,"23.3","4",NA,"","8","",,NA,"698.5","0.0","3024965"
"POLLOCKVILLE AGDM","51.125","-111.705","AB","-9.1","1",NA,"4.6","0","-25.4","1","",,NA,"22.0","1",NA,"","9","",,NA,"813.1","0.0","3025243"
"PRENTISS","52.433","-113.600","AB","-6.7","1",NA,"8.0","0","-24.5","1","",,NA,"15.9","16",NA,"","4","",,NA,"740.6","0.0","3025297"
"RED DEER REGIONAL A","52.182","-113.894","AB","-8.2","0",NA,"5.9","0","-29.9","0","",,NA,"",,NA,"","","",,NA,"811.7","0.0","3025481"
"SCHULER AGDM","50.307","-110.091","AB","-4.4","3",NA,"8.7","2","-21.7","2","",,NA,"24.9","4",NA,"","5","",,NA,"627.9","0.0","3025768"
"SIBBALD WESTGARD","51.425","-110.146","AB","-7.3","2",NA,"6.0","2","-26.0","2","58.4","2",NA,"58.4","2",NA,"25.0","7","","",NA,"733.6","0.0","3025928"
"THREE HILLS","51.768","-113.206","AB","-8.8","0",NA,"6.8","0","-26.8","0","",,NA,"23.3","3",NA,"","6","",,NA,"829.9","0.0","3026479"
"SUNDRE A","51.778","-114.683","AB","-7.9","0",NA,"9.4","0","-31.8","0","",,NA,"50.8","0",NA,"41.0","12","",,NA,"801.5","0.0","3026KNQ"
"WIMBORNE AGCM","51.936","-113.591","AB","-7.8","0",NA,"6.9","0","-25.5","0","",,NA,"22.5","0",NA,"","8","",,NA,"800.1","0.0","3027582"
"AZURE","50.512","-114.013","AB","-5.2","0",NA,"9.3","0","-23.0","0","",,NA,"31.5","18",NA,"","7","",,NA,"720.1","0.0","3030450"
"BARNWELL AGDM","49.800","-112.300","AB","-6.1","2",NA,"8.7","1","-26.8","1","",,NA,"24.2","2",NA,"","5","",,NA,"699.4","0.0","3030525"
"BARONS AGCM","50.026","-113.224","AB","-7.2","0",NA,"7.2","0","-29.7","0","",,NA,"18.4","3",NA,"","4","",,NA,"782.3","0.0","3030529"
"BASSANO AGCM","50.893","-112.465","AB","-8.9","0",NA,"7.1","0","-25.0","0","",,NA,"31.3","0",NA,"","8","",,NA,"832.4","0.0","3030540"
"BLACK DIAMOND","50.707","-114.152","AB","-6.3","0",NA,"10.2","0","-27.4","0","",,NA,"26.5","17",NA,"","7","",,NA,"753.2","0.0","3030680"
"BLOOD TRIBE AGDM","49.567","-113.050","AB","-4.2","3",NA,"9.0","2","-25.4","2","",,NA,"14.0","5",NA,"","6","",,NA,"621.4","0.0","3030720"
"BOW ISLAND","49.734","-111.450","AB","-5.1","0",NA,"8.3","0","-26.0","0","",,NA,"19.3","0",NA,"","4","",,NA,"715.9","0.0","3030768"
"BOW ISLAND IRRIGATION AGDM","49.867","-111.383","AB","-4.8","0",NA,"9.9","0","-24.4","0","",,NA,"25.3","0",NA,"","7","",,NA,"708.2","0.0","3030772"
"BROCKET AGDM","49.617","-113.817","AB","-3.1","4",NA,"10.5","3","-23.6","1","",,NA,"30.6","4",NA,"","8","",,NA,"570.8","0.0","3030830"
"BROOKS","50.555","-111.849","AB","-8.0","0",NA,"8.2","0","-27.5","0","",,NA,"24.0","0",NA,"10.0","8","",,NA,"804.6","0.0","3030QLP"
"CALGARY INTL A","51.123","-114.013","AB","-5.1","0",NA,"10.2","0","-23.4","0","41.9","0",NA,"35.3","0",NA,"4.0","8","",,NA,"717.4","0.0","3031092"
"CALGARY INT'L CS","51.109","-114.000","AB","-5.9","0",NA,"8.3","0","-25.2","0","",,NA,"27.7","2",NA,"7.0","7","",,NA,"741.7","0.0","3031094"
"CARDSTON","49.201","-113.286","AB","-2.1","0",NA,"13.4","0","-25.1","0","",,NA,"26.8","0",NA,"","5","",,NA,"623.4","0.0","3031322"
"CARWAY","49.001","-113.376","AB","-3.6","0",NA,"8.9","0","-23.2","0","",,NA,"19.0","0",NA,"31.0","5","",,NA,"668.9","0.0","3031402"
"CHAMPION AGDM","50.282","-113.350","AB","-7.5","0",NA,"6.7","0","-26.0","0","",,NA,"20.7","0",NA,"","7","",,NA,"790.5","0.0","3031480"
"CLARESHOLM","50.004","-113.639","AB","-6.1","0",NA,"7.9","0","-28.5","0","",,NA,"28.8","0",NA,"3.0","9","",,NA,"746.3","0.0","3031640"
"COP UPPER","51.076","-114.222","AB","-3.5","0",NA,"9.7","0","-19.1","0","",,NA,"",,NA,"","","",,NA,"666.8","0.0","3031875"
"ENCHANT AGDM","50.183","-112.433","AB","-8.8","5",NA,"5.9","4","-27.2","4","",,NA,"31.2","7",NA,"","8","",,NA,"697.1","0.0","3032422"
"ETZIKOM AGCM","49.553","-111.054","AB","-5.7","0",NA,"6.3","0","-24.8","0","",,NA,"18.5","3",NA,"","4","",,NA,"735.3","0.0","3032450"
"FINCASTLE AGDM","49.800","-112.033","AB","-4.9","0",NA,"9.8","0","-26.4","0","",,NA,"37.1","0",NA,"","6","",,NA,"710.4","0.0","3032550"
"FOREMOST AGDM","49.483","-111.486","AB","-7.2","3",NA,"6.1","2","-26.9","1","",,NA,"30.1","6",NA,"","4","",,NA,"706.1","0.0","3032642"
"FORT MACLEOD AGCM","49.786","-113.379","AB","-4.8","0",NA,"10.4","0","-26.4","0","",,NA,"15.7","11",NA,"","4","",,NA,"705.4","0.0","3032683"
"GLEICHEN AGCM","50.934","-112.941","AB","-8.1","0",NA,"10.0","0","-24.6","0","",,NA,"26.0","0",NA,"","9","",,NA,"807.9","0.0","3032801"
"GRASSY LAKE","49.874","-111.733","AB","-5.2","1",NA,"9.7","0","-23.6","1","",,NA,"23.6","2",NA,"","6","",,NA,"696.4","0.0","3032927"
"IRON SPRINGS AGDM","49.900","-112.733","AB","-5.7","8",NA,"7.9","6","-22.7","4","",,NA,"19.1","11",NA,"","5","",,NA,"545.4","0.0","3033498"
"IRVINE AGCM","49.989","-110.261","AB","-2.9","0",NA,"10.1","0","-21.1","0","",,NA,"16.4","0",NA,"","5","",,NA,"647.4","0.0","3033550"
"LETHBRIDGE","49.630","-112.799","AB","-4.6","11",NA,"7.0","11","-24.9","10","",,NA,"11.8","11",NA,"","3","",,NA,"451.4","0.0","3033875"
"LETHBRIDGE CDA","49.695","-112.768","AB","",,NA,"",,"",,"",,NA,"19.5","2",NA,"3.0","2","",,NA,"","","3033890"
"LETHBRIDGE DEMO FARM AGDM","49.683","-112.750","AB","-3.9","0",NA,"10.6","0","-24.7","0","",,NA,"22.0","4",NA,"","5","",,NA,"678.3","0.0","3033897"
"MEDICINE HAT","50.019","-110.721","AB","-3.7","9",NA,"11.9","9","-21.5","9","",,NA,"15.0","9",NA,"","4","",,NA,"477.2","0.0","3034479"
"MEDICINE HAT RCS","50.025","-110.717","AB","-3.7","0",NA,"11.4","0","-21.2","0","",,NA,"21.5","0",NA,"","6","",,NA,"673.4","0.0","3034485"
"MOSSLEIGH AGCM","50.673","-113.349","AB","-8.1","0",NA,"6.8","0","-29.7","0","",,NA,"30.2","0",NA,"","8","",,NA,"809.9","0.0","3034577"
"NIER AGDM","51.369","-114.099","AB","-6.4","3",NA,"7.2","1","-25.5","2","",,NA,"18.9","3",NA,"","6","",,NA,"683.1","0.0","3034795"
"PINCHER CREEK","49.521","-113.997","AB","-4.1","4",NA,"7.9","4","-24.4","4","",,NA,"31.7","4",NA,"","8","",,NA,"595.6","0.0","3035198"
"PINCHER CREEK CLIMATE","49.522","-114.005","AB","-3.6","0",NA,"7.9","0","-24.2","0","",,NA,"40.5","0",NA,"4.0","9","",,NA,"668.2","0.0","3035208"
"QUEENSTOWN","50.606","-112.983","AB","-8.0","0","-6.9","6.5","0","-24.0","0","30.0","0","128.0","30.0","0","119.0","0.0","6","","",NA,"806.0","0.0","3035340"
"QUEENSTOWN","50.598","-112.803","AB","-8.3","1",NA,"6.1","0","-21.9","1","",,NA,"35.5","1",NA,"","8","",,NA,"788.5","0.0","3035342"
"RAYMOND AGDM","49.483","-112.683","AB","-3.9","2",NA,"9.8","1","-23.9","1","",,NA,"17.6","7",NA,"","5","",,NA,"633.9","0.0","3035422"
"ROLLING HILLS AGCM","50.265","-111.701","AB","-7.5","0",NA,"8.0","0","-28.3","0","",,NA,"17.3","2",NA,"","6","",,NA,"789.9","0.0","3035530"
"ROSEMARY AGDM","50.833","-112.050","AB","-8.9","0",NA,"8.1","0","-26.9","0","",,NA,"25.6","8",NA,"","9","",,NA,"833.9","0.0","3035650"
"SEVEN PERSONS AGDM","49.917","-110.917","AB","-4.3","0",NA,"9.0","0","-24.0","0","",,NA,"8.7","6",NA,"","4","",,NA,"690.4","0.0","3035845"
"STANDARD AGCM","51.228","-112.982","AB","-6.8","0",NA,"9.0","0","-23.7","0","",,NA,"26.9","0",NA,"","8","",,NA,"770.1","0.0","3036086"
"STAVELY AAFC","50.183","-113.883","AB","-2.0","0",NA,"15.6","0","-18.1","0","",,NA,"29.2","0",NA,"","9","",,NA,"620.9","0.0","3036099"
"STRATHMORE AGDM","51.033","-113.283","AB","-7.5","0",NA,"7.5","0","-22.1","0","",,NA,"29.9","6",NA,"","8","",,NA,"791.3","0.0","3036205"
"TABER","49.792","-112.124","AB","-4.4","16",NA,"11.0","12","-22.5","11","27.0","12",NA,"28.0","12",NA,"","7","","",NA,"335.5","0.0","3036360"
"TRAVERS AGCM","50.304","-112.863","AB","-5.9","0",NA,"7.4","0","-21.0","0","",,NA,"25.0","0",NA,"","8","",,NA,"742.1","0.0","3036500"
"VAUXHALL CDA CS","50.050","-112.133","AB","-7.1","0",NA,"6.4","0","-29.2","0","",,NA,"",,NA,"","","",,NA,"778.0","0.0","3036682"
