"Environment and Climate Change Canada"
"Monthly Values for January - 2018"

"Legend"
"Stn_Name","Station Name"
"Lat","Latitude (North + , degrees)"
"Long","Longitude (West - , degrees)"
"Prov","Province"
"Tm","Mean Temperature (°C)"
"DwTm","Days without Valid Mean Temperature"
"D","Mean Temperature difference from Normal (1981-2010) (°C)"
"Tx","Highest Monthly Maximum Temperature (°C)"
"DwTx","Days without Valid Maximum Temperature"
"Tn","Lowest Monthly Minimum Temperature (°C)"
"DwTn","Days without Valid Minimum Temperature"
"S","Snowfall (cm)"
"DwS","Days without Valid Snowfall"
"S%N","Percent of Normal (1981-2010) Snowfall"
"P","Total Precipitation (mm)"
"DwP","Days without Valid Precipitation"
"P%N","Percent of Normal (1981-2010) Precipitation"
"S_G","Snow on the ground at the end of the month (cm)"
"Pd","Number of days with Precipitation 1.0 mm or more"
"BS","Bright Sunshine (hours)"
"DwBS","Days without Valid Bright Sunshine"
"BS%","Percent of Normal (1981-2010) Bright Sunshine"
"HDD","Degree Days below 18 °C"
"CDD","Degree Days above 18 °C"
"Clim_ID","Climate Identifier"
"NA","Not Available"

"Stn_Name","Lat","Long","Prov","Tm","DwTm","D","Tx","DwTx","Tn","DwTn","S","DwS","S%N","P","DwP","P%N","S_G","Pd","BS","DwBS","BS%","HDD","CDD","Clim_ID"
"DELBURNE AGCM","52.183","-113.176","AB","-9.2","1",NA,"7.9","1","-30.9","0","",,NA,"10.2","1",NA,"","3","",,NA,"816.9","0.0","3012050"
"DEWBERRY AGCM","53.659","-110.588","AB","-13.6","1",NA,"5.2","1","-37.9","0","",,NA,"13.0","1",NA,"","2","",,NA,"948.4","0.0","3012073"
"EDGERTON AGCM","52.778","-110.433","AB","-11.7","4",NA,"5.7","4","-34.7","1","",,NA,"5.8","4",NA,"","2","",,NA,"802.8","0.0","3012192"
"EDMONTON INTERNATIONAL CS","53.307","-113.606","AB","-10.8","0",NA,"6.3","0","-34.6","0","",,NA,"18.2","5",NA,"","7","",,NA,"893.1","0.0","3012206"
"EDMONTON BLATCHFORD","53.573","-113.517","AB","-9.3","0",NA,"8.6","0","-28.3","0","",,NA,"15.5","0",NA,"20.0","3","",,NA,"846.0","0.0","3012209"
"EDMONTON NAMAO AWOS A","53.667","-113.467","AB","-10.7","3",NA,"7.1","3","-33.2","2","",,NA,"12.5","3",NA,"","3","",,NA,"804.6","0.0","3012212"
"EDMONTON INTL A","53.310","-113.579","AB","-10.9","0",NA,"6.3","0","-34.6","0","15.1","0",NA,"14.6","0",NA,"17.0","4","",,NA,"894.8","0.0","3012216"
"EDMONTON VILLENEUVE A","53.668","-113.856","AB","-9.6","4",NA,"8.5","4","-32.0","4","",,NA,"5.3","4",NA,"","1","",,NA,"745.1","0.0","3012229"
"EDMONTON STONY PLAIN","53.548","-114.108","AB","-8.4","0","1.6","9.5","0","-30.0","0","12.6","0","53.0","11.0","0","51.0","11.0","4","",,NA,"817.7","0.0","301222F"
"ELK ISLAND NAT PARK","53.683","-112.868","AB","-10.3","0","1.7","9.0","0","-35.4","0","",,NA,"36.0","0","198.0","38.0","8","",,NA,"878.5","0.0","3012275"
"FABYAN","52.967","-111.000","AB","-14.1","0","0.1","7.5","0","-36.0","0","13.0","0","69.0","13.0","0","66.0","0.0","5","","",NA,"993.7","0.0","3012515"
"FERINTOSH AGCM","52.744","-112.858","AB","-10.8","1",NA,"6.6","1","-32.9","0","",,NA,"5.8","2",NA,"","2","",,NA,"865.4","0.0","3012590"
"FORESTBURG PLANT SITE","52.467","-112.120","AB","-10.2","0","0.0","7.0","0","-35.0","0","7.2","0","45.0","7.2","0","43.0","0.0","3","","",NA,"872.8","0.0","3012652"
"FORESTBURG AGCM","52.548","-112.123","AB","-10.2","0",NA,"7.0","0","-34.4","0","",,NA,"4.6","1",NA,"","2","",,NA,"873.5","0.0","3012653"
"FORT SASKATCHEWAN","53.717","-113.183","AB","-12.2","25","-0.3","2.0","25","-40.0","13","2.6","13",NA,"2.6","13",NA,"","1","","",NA,"181.3","0.0","3012710"
"GILT EDGE NORTH AGCM","53.071","-110.621","AB","-11.4","5",NA,"5.2","4","-34.9","1","",,NA,"11.0","4",NA,"","3","",,NA,"764.6","0.0","3012790"
"GLENEVIS AGCM","53.833","-114.539","AB","-9.3","0",NA,"7.8","0","-35.3","0","",,NA,"",,NA,"","","",,NA,"846.5","0.0","3012818"
"HALKIRK AGCM","52.116","-112.164","AB","-10.9","0",NA,"6.0","0","-33.8","0","",,NA,"5.6","14",NA,"","2","",,NA,"895.2","0.0","3012999"
"HEMARUKA AGCM","51.780","-111.212","AB","-11.8","0",NA,"4.5","0","-33.8","0","",,NA,"2.7","20",NA,"","1","",,NA,"923.1","0.0","3013140"
"HOLDEN AGDM","53.185","-112.246","AB","-11.6","6",NA,"6.8","5","-32.2","5","",,NA,"15.8","4",NA,"","5","",,NA,"740.4","0.0","3013340"
"HUGHENDEN AGCM","52.578","-110.784","AB","-10.8","5",NA,"5.8","4","-31.4","3","",,NA,"5.5","6",NA,"","2","",,NA,"748.6","0.0","3013362"
"KILLAM AGDM","52.848","-111.872","AB","-10.2","6",NA,"4.8","6","-33.4","3","",,NA,"21.7","7",NA,"","9","",,NA,"706.1","0.0","3013640"
"KITSCOTY AGCM","53.353","-110.416","AB","-13.4","2",NA,"4.9","2","-34.0","0","",,NA,"14.7","2",NA,"","3","",,NA,"911.1","0.0","3013660"
"LEGAL AGCM","54.003","-113.474","AB","-11.9","1",NA,"4.2","1","-34.7","0","",,NA,"25.0","2",NA,"","3","",,NA,"896.3","0.0","3013790"
"LINDBERGH AGDM","53.943","-110.579","AB","-13.9","4",NA,"3.9","3","-39.6","3","",,NA,"7.0","6",NA,"","1","",,NA,"860.3","0.0","3013921"
"LLOYDMINSTER","53.309","-110.073","AB","-12.8","0",NA,"5.5","0","-32.2","0","",,NA,"0.0","0",NA,"","0","",,NA,"954.0","0.0","3013959"
"LLOYDMINSTER A","53.309","-110.073","AB","-12.8","0","1.4","5.5","0","-32.0","0","23.0","0","135.0","23.0","0","146.0","20.0","5","","",NA,"955.9","0.0","3013961"
"HOLDEN SOUTH","53.083","-112.267","AB","",,NA,"",,"",,"16.0","7",NA,"16.0","7",NA,"","3","","",NA,"","","3013C44"
"MANNVILLE AGCM","53.456","-111.255","AB","-12.4","0",NA,"6.0","0","-32.8","0","",,NA,"16.6","0",NA,"","3","",,NA,"943.6","0.0","3014195"
"MONITOR","52.017","-110.550","AB","",,NA,"",,"",,"9.0","0","50.0","9.0","0","47.0","0.0","3","","",NA,"","","3014600"
"MUNDARE AGDM","53.567","-112.300","AB","-11.1","2",NA,"6.7","2","-32.1","0","",,NA,"17.8","2",NA,"14.0","3","",,NA,"843.3","0.0","3014665"
"MYRNAM AGCM","53.720","-111.114","AB","-13.5","2",NA,"6.4","1","-41.8","1","",,NA,"18.8","3",NA,"","4","",,NA,"914.5","0.0","3014690"
"NEW SAREPTA AGCM","53.262","-113.165","AB","-8.8","5",NA,"8.3","5","-31.5","0","",,NA,"10.7","5",NA,"","3","",,NA,"696.5","0.0","3014795"
"OLIVER AGDM","53.650","-113.350","AB","-12.3","3",NA,"5.3","2","-35.9","2","",,NA,"",,NA,"","","",,NA,"847.3","0.0","3014921"
"RADWAY AGCM","53.995","-112.879","AB","-12.7","0",NA,"4.8","0","-39.8","0","",,NA,"",,NA,"","","",,NA,"952.2","0.0","3015346"
"RANFURLY AUTO","53.425","-111.726","AB","-9.7","11",NA,"4.6","11","-29.4","9","",,NA,"9.3","11",NA,"12.0","2","",,NA,"553.7","0.0","3015401"
"RIBSTONE SOUTH AGCM","52.587","-110.343","AB","-10.0","8",NA,"6.7","7","-29.5","3","",,NA,"2.8","8",NA,"","0","",,NA,"643.1","0.0","3015480"
"RIVERCOURSE AGCM","53.019","-110.102","AB","-13.3","3",NA,"3.5","2","-33.3","1","",,NA,"10.3","3",NA,"","3","",,NA,"876.8","0.0","3015501"
"ROCKY MTN HOUSE (AUT)","52.421","-114.912","AB","-11.2","0",NA,"9.9","0","-35.6","0","",,NA,"9.8","0",NA,"20.0","3","",,NA,"905.7","0.0","3015523"
"ROSALIND AGCM","52.780","-112.428","AB","-10.6","0",NA,"6.5","0","-32.6","0","",,NA,"7.8","4",NA,"","3","",,NA,"887.8","0.0","3015600"
"ST. LINA AGCM","54.282","-111.453","AB","-11.8","6",NA,"5.9","5","-33.9","3","",,NA,"12.3","6",NA,"","2","",,NA,"745.7","0.0","3015673"
"ST. PAUL AGCM","54.011","-111.272","AB","-13.9","0",NA,"3.2","0","-39.6","0","",,NA,"18.2","14",NA,"","4","",,NA,"987.4","0.0","3015676"
"SEDALIA AGCM","51.590","-110.755","AB","-11.3","0",NA,"4.7","0","-33.1","0","",,NA,"3.9","2",NA,"","1","",,NA,"908.7","0.0","3015797"
"SHONTS AGCM","53.333","-112.539","AB","-11.2","0",NA,"8.3","0","-34.7","0","",,NA,"13.6","0",NA,"","2","",,NA,"906.7","0.0","3015900"
"SMOKY LAKE AGDM","54.278","-112.499","AB","-12.6","0",NA,"4.6","0","-35.5","0","",,NA,"21.3","4",NA,"","4","",,NA,"949.3","0.0","3016022"
"SPONDIN AGCM","51.816","-111.683","AB","-11.7","0",NA,"5.1","0","-35.1","0","",,NA,"1.8","22",NA,"","1","",,NA,"919.6","0.0","3016070"
"STETTLER AGDM","52.347","-112.596","AB","-10.1","1",NA,"6.2","1","-31.3","1","",,NA,"9.1","2",NA,"","4","",,NA,"844.2","0.0","3016124"
"THORSBY AGCM","53.217","-113.895","AB","-9.3","2",NA,"9.5","2","-33.4","0","",,NA,"6.2","2",NA,"","2","",,NA,"791.8","0.0","3016441"
"TOMAHAWK AGDM","53.439","-114.718","AB","-9.0","2",NA,"9.2","1","-33.0","1","",,NA,"14.4","2",NA,"","4","",,NA,"784.1","0.0","3016505"
"TULLIBY LAKE AGCM","53.664","-110.081","AB","-15.7","8",NA,"4.7","6","-39.2","3","",,NA,"20.1","10",NA,"","3","",,NA,"775.9","0.0","3016593"
"UNCAS","53.500","-113.033","AB","",,NA,"",,"",,"28.6","0",NA,"30.4","0",NA,"27.0","5","","",NA,"","","3016650"
"TWO HILLS AGDM","53.625","-111.678","AB","-11.1","5",NA,"4.0","5","-31.5","3","",,NA,"12.6","5",NA,"","3","",,NA,"756.8","0.0","3016655"
"VERMILION AGDM","53.344","-110.882","AB","-14.1","3",NA,"3.8","2","-35.7","1","",,NA,"21.4","4",NA,"","4","",,NA,"898.1","0.0","3016802"
"VIKING AGCM","53.182","-111.732","AB","-10.2","5",NA,"7.5","5","-31.3","0","",,NA,"9.9","5",NA,"","2","",,NA,"733.1","0.0","3016841"
"VILNA AGCM","54.130","-111.921","AB","-12.8","4",NA,"3.8","3","-41.5","1","",,NA,"14.1","5",NA,"","2","",,NA,"832.9","0.0","3016852"
"VIOLET GROVE CS","53.144","-115.126","AB","-9.1","2",NA,"6.3","1","-31.8","1","",,NA,"16.3","2",NA,"20.0","5","",,NA,"785.7","0.0","3016860"
"VEGREVILLE","53.505","-112.098","AB","-11.9","0","1.4","6.2","0","-35.0","0","",,NA,"",,NA,"","","",,NA,"926.7","0.0","3016GF0"
"WETASKIWIN AGCM","52.980","-113.444","AB","-8.3","6",NA,"8.2","6","-25.8","3","",,NA,"9.7","6",NA,"","3","",,NA,"658.4","0.0","3017282"
"EDMONTON STONY PLAIN CS","53.547","-114.108","AB","-8.9","1",NA,"8.2","1","-30.5","0","",,NA,"8.7","1",NA,"10.0","3","",,NA,"805.5","0.0","301A001"
"ESTHER 1","51.670","-110.206","AB","-10.6","0",NA,"6.2","0","-34.6","0","",,NA,"2.3","0",NA,"","1","",,NA,"885.3","0.0","301B460"
"UNIVERSITY OF ALBERTA METABOLIC CENTRE","53.517","-113.533","AB","-9.6","0","2.1","8.0","0","-29.0","0","24.0","0","166.0","24.0","0","165.0","0.0","5","","",NA,"854.7","0.0","301FFNJ"
"WAINWRIGHT CFB AIRFIELD 21","52.829","-111.096","AB","-12.2","0",NA,"6.0","0","-34.2","0","",,NA,"7.2","0",NA,"","2","",,NA,"936.9","0.0","301S001"
"ACADIA VALLEY","51.066","-110.317","AB","-9.9","0",NA,"7.6","0","-33.6","0","",,NA,"4.6","3",NA,"","1","",,NA,"864.6","0.0","3020035"
"ATLEE AGCM","50.810","-111.006","AB","-9.9","0",NA,"7.1","0","-35.3","0","",,NA,"2.8","0",NA,"","1","",,NA,"864.8","0.0","3020405"
"BEISEKER AGCM","51.379","-113.357","AB","-11.2","0",NA,"6.5","0","-38.6","0","",,NA,"4.8","0",NA,"","2","",,NA,"904.6","0.0","3020610"
"BIG VALLEY AGCM","51.998","-112.803","AB","-10.6","0",NA,"7.8","0","-34.6","0","",,NA,"6.3","1",NA,"","2","",,NA,"887.1","0.0","3020679"
"CRAIGMYLE AGCM","51.775","-112.252","AB","-11.0","0",NA,"4.9","0","-33.4","0","",,NA,"5.7","2",NA,"","1","",,NA,"899.1","0.0","3021912"
"CRAIGMYLE","51.767","-112.283","AB","-11.4","22","-0.1","3.0","22","-24.0","22","5.0","22",NA,"5.0","22",NA,"0.0","3","","",NA,"264.6","0.0","3021940"
"DRUMHELLER EAST","51.445","-112.677","AB","-13.1","0",NA,"8.6","0","-38.2","0","",,NA,"",,NA,"","","",,NA,"964.2","0.0","30221LG"
"HESPERO AGCM","52.310","-114.486","AB","-11.5","0",NA,"9.6","0","-36.1","0","",,NA,"7.8","0",NA,"","3","",,NA,"913.5","0.0","3023200"
"HUSSAR AGDM","51.183","-112.500","AB","-9.7","5",NA,"5.5","4","-30.8","3","",,NA,"4.8","6",NA,"","2","",,NA,"719.4","0.0","3023402"
"LACOMBE CDA 2","52.449","-113.756","AB","-11.0","0",NA,"7.5","0","-33.4","0","",,NA,"10.7","0",NA,"8.0","4","",,NA,"898.7","0.0","3023722"
"LEEDALE AGDM","52.553","-114.473","AB","-11.5","4",NA,"7.4","3","-33.3","1","",,NA,"6.5","8",NA,"0.0","3","",,NA,"795.8","0.0","3023740"
"LINDEN AGCM","51.619","-113.656","AB","-11.7","0",NA,"6.0","0","-40.0","0","",,NA,"5.6","1",NA,"","3","",,NA,"921.9","0.0","3023850"
"MORRIN AGDM","51.660","-112.675","AB","-12.7","1",NA,"5.1","1","-35.3","0","",,NA,"11.0","1",NA,"","3","",,NA,"920.0","0.0","3024668"
"OLDS AGDM","51.759","-114.085","AB","-8.7","1",NA,"8.5","1","-33.7","0","",,NA,"6.0","1",NA,"","2","",,NA,"802.0","0.0","3024925"
"OYEN AGDM","51.383","-110.350","AB","-9.7","3",NA,"4.9","2","-32.2","1","",,NA,"2.8","6",NA,"","1","",,NA,"776.1","0.0","3024965"
"POLLOCKVILLE AGDM","51.125","-111.705","AB","-13.4","2",NA,"5.0","2","-36.9","0","",,NA,"3.0","2",NA,"","1","",,NA,"910.2","0.0","3025243"
"PRENTISS","52.433","-113.600","AB","-9.4","1",NA,"7.0","1","-32.4","0","",,NA,"7.8","5",NA,"","4","",,NA,"821.9","0.0","3025297"
"RED DEER REGIONAL A","52.182","-113.894","AB","-11.6","0",NA,"7.1","0","-35.1","0","",,NA,"",,NA,"","","",,NA,"918.2","0.0","3025481"
"SCHULER AGDM","50.307","-110.091","AB","-9.3","3",NA,"5.6","3","-33.3","0","",,NA,"4.4","3",NA,"","1","",,NA,"763.5","0.0","3025768"
"SIBBALD WESTGARD","51.425","-110.146","AB","-9.0","9",NA,"5.0","9","-33.5","9","5.0","9",NA,"5.0","9",NA,"5.0","2","","",NA,"594.5","0.0","3025928"
"THREE HILLS","51.768","-113.206","AB","-12.2","0",NA,"6.4","0","-37.8","0","",,NA,"5.4","4",NA,"","2","",,NA,"936.7","0.0","3026479"
"SUNDRE A","51.778","-114.683","AB","-9.7","0",NA,"13.6","0","-37.7","0","",,NA,"7.3","0",NA,"12.0","4","",,NA,"857.5","0.0","3026KNQ"
"WIMBORNE AGCM","51.936","-113.591","AB","-10.1","0",NA,"7.0","0","-36.5","0","",,NA,"6.6","2",NA,"","2","",,NA,"870.4","0.0","3027582"
"AZURE","50.512","-114.013","AB","-5.8","0",NA,"11.7","0","-31.3","0","",,NA,"4.5","8",NA,"","1","",,NA,"736.8","0.0","3030450"
"BARNWELL AGDM","49.800","-112.300","AB","-6.1","4",NA,"7.4","3","-38.7","1","",,NA,"6.7","5",NA,"","4","",,NA,"650.8","0.0","3030525"
"BARONS AGCM","50.026","-113.224","AB","-7.7","0",NA,"8.8","0","-40.0","0","",,NA,"3.1","1",NA,"","1","",,NA,"795.7","0.0","3030529"
"BASSANO AGCM","50.893","-112.465","AB","-11.1","0",NA,"5.5","0","-38.8","0","",,NA,"5.4","0",NA,"","2","",,NA,"900.9","0.0","3030540"
"BLACK DIAMOND","50.707","-114.152","AB","-8.0","0",NA,"10.1","0","-34.7","0","",,NA,"0.4","11",NA,"","0","",,NA,"805.4","0.0","3030680"
"BLOOD TRIBE AGDM","49.567","-113.050","AB","-4.7","1",NA,"10.9","1","-36.1","0","",,NA,"1.9","5",NA,"","1","",,NA,"680.6","0.0","3030720"
"BOW ISLAND","49.734","-111.450","AB","-7.7","0",NA,"6.4","0","-36.9","0","",,NA,"22.6","0",NA,"","7","",,NA,"797.3","0.0","3030768"
"BOW ISLAND IRRIGATION AGDM","49.867","-111.383","AB","-7.5","0",NA,"6.5","0","-33.8","0","",,NA,"12.3","1",NA,"","4","",,NA,"789.0","0.0","3030772"
"BROCKET AGDM","49.617","-113.817","AB","-3.8","2",NA,"10.7","2","-36.1","0","",,NA,"9.6","3",NA,"","3","",,NA,"632.2","0.0","3030830"
"BROOKS","50.555","-111.849","AB","-10.3","0",NA,"7.4","0","-39.4","0","",,NA,"6.1","0",NA,"7.0","4","",,NA,"876.2","0.0","3030QLP"
"CALGARY INTL A","51.123","-114.013","AB","-6.2","1",NA,"9.6","0","-30.2","1","11.0","0",NA,"8.5","0",NA,"3.0","3","",,NA,"727.1","0.0","3031092"
"CALGARY INT'L CS","51.109","-114.000","AB","-6.9","0",NA,"9.6","0","-32.2","0","",,NA,"10.0","0",NA,"4.0","4","",,NA,"770.6","0.0","3031094"
"CARDSTON","49.201","-113.286","AB","-3.1","0",NA,"12.6","0","-33.2","0","",,NA,"5.4","0",NA,"","3","",,NA,"653.5","0.0","3031322"
"CARWAY","49.001","-113.376","AB","-3.1","0",NA,"10.3","0","-31.6","0","",,NA,"5.3","0",NA,"10.0","1","",,NA,"652.7","0.0","3031402"
"CHAMPION AGDM","50.282","-113.350","AB","-7.9","0",NA,"8.1","0","-38.5","0","",,NA,"3.3","1",NA,"","1","",,NA,"801.6","0.0","3031480"
"CLARESHOLM","50.004","-113.639","AB","-5.5","0",NA,"11.1","0","-38.0","0","",,NA,"6.7","0",NA,"0.0","4","",,NA,"729.7","0.0","3031640"
"COP UPPER","51.076","-114.222","AB","-5.3","1",NA,"8.6","1","-29.1","0","",,NA,"1.7","23",NA,"","0","",,NA,"699.2","0.0","3031875"
"ENCHANT AGDM","50.183","-112.433","AB","-7.3","2",NA,"8.0","1","-39.7","1","",,NA,"8.7","2",NA,"","3","",,NA,"734.9","0.0","3032422"
"ETZIKOM AGCM","49.553","-111.054","AB","-9.0","0",NA,"5.7","0","-36.4","0","",,NA,"7.4","3",NA,"","3","",,NA,"836.5","0.0","3032450"
"FINCASTLE AGDM","49.800","-112.033","AB","-6.1","0",NA,"7.7","0","-37.6","0","",,NA,"9.6","3",NA,"","6","",,NA,"747.9","0.0","3032550"
"FOREMOST AGDM","49.483","-111.486","AB","-8.5","7",NA,"4.9","6","-36.7","2","",,NA,"8.8","7",NA,"","4","",,NA,"636.9","0.0","3032642"
"FORT MACLEOD AGCM","49.786","-113.379","AB","-5.2","0",NA,"11.8","0","-38.4","0","",,NA,"5.6","5",NA,"","3","",,NA,"718.1","0.0","3032683"
"GLEICHEN AGCM","50.934","-112.941","AB","-9.7","0",NA,"6.2","0","-35.7","0","",,NA,"8.1","1",NA,"","4","",,NA,"857.8","0.0","3032801"
"GRASSY LAKE","49.874","-111.733","AB","-5.6","3",NA,"7.0","3","-34.6","0","",,NA,"10.9","7",NA,"","5","",,NA,"661.5","0.0","3032927"
"IRON SPRINGS AGDM","49.900","-112.733","AB","-5.6","3",NA,"9.0","3","-38.4","0","",,NA,"7.6","9",NA,"","2","",,NA,"661.9","0.0","3033498"
"IRVINE AGCM","49.989","-110.261","AB","-7.3","0",NA,"8.0","0","-35.3","0","",,NA,"7.0","3",NA,"","4","",,NA,"785.2","0.0","3033550"
"LETHBRIDGE","49.630","-112.799","AB","-2.3","10",NA,"8.1","10","-17.3","10","",,NA,"0.0","10",NA,"","0","",,NA,"426.7","0.0","3033875"
"LETHBRIDGE CDA","49.695","-112.768","AB","",,NA,"",,"",,"",,NA,"14.4","2",NA,"0.0","3","",,NA,"","","3033890"
"LETHBRIDGE DEMO FARM AGDM","49.683","-112.750","AB","-4.6","0",NA,"10.3","0","-37.3","0","",,NA,"7.9","3",NA,"","1","",,NA,"701.8","0.0","3033897"
"MEDICINE HAT","50.019","-110.721","AB","-7.5","10",NA,"6.9","10","-36.4","10","",,NA,"2.6","11",NA,"","2","",,NA,"534.5","0.0","3034479"
"MEDICINE HAT RCS","50.025","-110.717","AB","-8.4","0",NA,"6.2","0","-36.2","0","",,NA,"11.6","0",NA,"","6","",,NA,"816.9","0.0","3034485"
"MOSSLEIGH AGCM","50.673","-113.349","AB","-8.7","0",NA,"7.8","0","-40.3","0","",,NA,"7.2","1",NA,"","3","",,NA,"827.0","0.0","3034577"
"NIER AGDM","51.369","-114.099","AB","-6.8","3",NA,"9.5","3","-30.7","1","",,NA,"6.1","9",NA,"","3","",,NA,"693.4","0.0","3034795"
"PINCHER CREEK","49.521","-113.997","AB","-2.4","15",NA,"5.8","15","-17.0","15","",,NA,"0.0","15",NA,"","0","",,NA,"326.7","0.0","3035198"
"PINCHER CREEK CLIMATE","49.522","-114.005","AB","-3.7","0",NA,"8.9","0","-36.5","0","",,NA,"8.2","0",NA,"0.0","5","",,NA,"672.6","0.0","3035208"
"QUEENSTOWN","50.606","-112.983","AB","-8.7","0","-1.2","7.0","0","-39.0","0","9.0","0","63.0","9.0","0","63.0","0.0","5","","",NA,"826.4","0.0","3035340"
"QUEENSTOWN","50.598","-112.803","AB","-7.9","1",NA,"6.1","1","-35.6","0","",,NA,"7.6","2",NA,"","3","",,NA,"777.5","0.0","3035342"
"RAYMOND AGDM","49.483","-112.683","AB","-5.6","5",NA,"8.9","5","-34.4","0","",,NA,"9.2","15",NA,"","3","",,NA,"613.5","0.0","3035422"
"ROLLING HILLS AGCM","50.265","-111.701","AB","-9.5","0",NA,"8.0","0","-38.4","0","",,NA,"7.4","3",NA,"","3","",,NA,"852.0","0.0","3035530"
"ROSEMARY AGDM","50.833","-112.050","AB","-11.9","0",NA,"7.6","0","-40.8","0","",,NA,"9.1","6",NA,"","3","",,NA,"926.0","0.0","3035650"
"SEVEN PERSONS AGDM","49.917","-110.917","AB","-8.6","0",NA,"5.5","0","-36.8","0","",,NA,"10.3","3",NA,"","4","",,NA,"825.2","0.0","3035845"
"STANDARD AGCM","51.228","-112.982","AB","-8.3","0",NA,"7.3","0","-34.0","0","",,NA,"4.5","2",NA,"","2","",,NA,"814.0","0.0","3036086"
"STAVELY AAFC","50.183","-113.883","AB","-3.0","0",NA,"11.7","0","-28.6","0","",,NA,"6.7","1",NA,"","1","",,NA,"651.1","0.0","3036099"
"STRATHMORE AGDM","51.033","-113.283","AB","-8.7","0",NA,"7.6","0","-35.3","0","",,NA,"7.3","6",NA,"","3","",,NA,"827.5","0.0","3036205"
"TABER","49.792","-112.124","AB","-6.2","13",NA,"10.0","8","-36.0","9","33.0","8",NA,"33.0","8",NA,"0.0","6","","",NA,"435.7","0.0","3036360"
"TRAVERS AGCM","50.304","-112.863","AB","-6.8","0",NA,"7.7","0","-36.1","0","",,NA,"6.4","1",NA,"","3","",,NA,"767.8","0.0","3036500"
"VAUXHALL CDA CS","50.050","-112.133","AB","-7.5","0",NA,"8.4","0","-39.8","0","",,NA,"1.4","23",NA,"","0","",,NA,"789.1","0.0","3036682"
